0.40	-10.44	-54.00
0.80	-10.44	-54.00
1.20	-10.44	-54.00
1.60	-10.44	-54.00
2.00	-10.44	-54.00
2.40	-10.44	-54.00
2.80	-10.44	-54.00
3.20	-10.40	-54.00
3.60	-10.44	-54.00
4.00	-10.44	-54.00
4.40	-10.25	-53.00
4.80	-10.44	-54.00
5.20	-10.40	-54.00
5.60	-10.44	-54.00
6.00	-10.44	-54.00
6.40	-10.44	-54.00
0.40	-5.73	-43.00
0.80	-5.73	-43.00
1.20	-5.59	-42.00
1.60	-5.71	-41.00
2.00	-9.76	-47.00
2.40	-32.41	-55.00
2.80	-67.67	-57.00
3.20	-66.22	-50.00
3.60	-71.29	-45.00
4.00	-63.14	-38.00
4.40	-52.17	-28.00
4.80	-48.58	-23.00
5.20	-40.34	-17.00
5.60	-56.49	-33.00
6.00	-64.77	-38.00
6.40	-64.08	-34.00
6.80	-27.31	-30.00
7.20	-5.95	-17.00
7.60	-6.25	-14.00
8.00	-16.75	-14.00
8.40	-35.16	-13.00
8.80	-28.28	-9.00
9.20	-28.93	-10.00
9.60	0.17	1.00
10.00	23.70	9.00
10.40	22.71	8.00
10.80	9.54	4.00
11.20	-8.44	-2.00
11.60	15.45	6.00
12.00	19.58	8.00
12.40	27.41	12.00
12.80	33.33	14.00
13.20	20.69	9.00
13.60	-35.52	-17.00
14.00	-35.36	-15.00
14.40	-27.39	-10.00
14.80	-7.61	-2.00
15.20	0.06	1.00
15.60	-21.85	-7.00
16.00	-29.48	-11.00
16.40	-33.42	-13.00
16.80	-38.86	-15.00
17.20	-47.98	-21.00
17.60	-51.91	-26.00
18.00	-58.13	-33.00
18.40	-63.31	-41.00
18.80	-68.46	-42.00
19.20	-75.45	-43.00
19.60	-79.47	-38.00
20.00	-76.08	-34.00
20.40	-56.92	-21.00
20.80	-8.00	-2.00
21.20	23.79	11.00
21.60	45.98	23.00
22.00	35.35	14.00
22.40	16.77	6.00
22.80	33.48	16.00
23.20	41.03	22.00
23.60	50.23	30.00
24.00	49.24	29.00
24.40	47.76	26.00
24.80	45.98	23.00
25.20	46.65	22.00
25.60	6.79	26.00
26.00	21.64	25.00
26.40	12.20	9.00
26.80	-28.28	-9.00
27.20	-11.56	-11.00
27.60	-38.86	-15.00
28.00	-48.00	-18.00
28.40	-47.28	-19.00
28.80	-48.68	-20.00
29.20	-50.01	-21.00
29.60	-56.82	-23.00
30.00	-0.02	1.00
30.40	4.87	9.00
30.80	29.49	13.00
31.20	29.49	13.00
31.60	48.61	17.00
32.00	5.81	25.00
32.40	8.22	32.00
32.80	8.27	30.00
33.20	10.33	29.00
33.60	18.98	26.00
34.00	28.90	20.00
34.40	57.54	30.00
34.80	62.18	36.00
35.20	45.94	20.00
35.60	3.06	2.00
36.00	5.93	3.00
36.40	8.77	4.00
36.80	12.53	5.00
37.20	18.29	7.00
37.60	6.49	3.00
38.00	14.31	6.00
38.40	12.53	5.00
38.80	16.77	6.00
39.20	-20.55	-6.00
39.60	-32.90	-11.00
40.00	-31.10	-11.00
40.40	-35.04	-12.00
40.80	-43.03	-15.00
41.20	-39.19	-13.00
41.60	-37.18	-10.00
42.00	-53.73	-13.00
42.40	-55.62	-12.00
42.80	-53.73	-13.00
43.20	-51.62	-12.00
43.60	-44.12	-13.00
44.00	-46.44	-17.00
44.40	-48.68	-20.00
44.80	-48.68	-20.00
45.20	-12.14	-16.00
45.60	-3.86	-10.00
46.00	-0.44	-2.00
46.40	-1.25	-5.00
46.80	-2.40	-9.00
47.20	-10.66	-28.00
47.60	-0.42	-2.00
48.00	-2.21	-12.00
48.40	0.46	4.00
48.80	-1.07	-4.00
49.20	0.56	4.00
49.60	0.47	3.00
50.00	-5.77	-12.00
50.40	-15.67	-13.00
50.80	-44.24	-17.00
51.20	-59.56	-28.00
51.60	-61.63	-28.00
52.00	-57.89	-24.00
52.40	-25.81	-8.00
52.80	45.39	24.00
53.20	12.39	23.00
53.60	3.82	18.00
54.00	3.38	7.00
54.40	21.04	8.00
54.80	41.07	17.00
55.20	49.23	24.00
55.60	45.98	23.00
56.00	45.98	23.00
56.40	41.40	21.00
56.80	29.82	14.00
57.20	27.41	12.00
57.60	-22.96	-8.00
58.00	-28.93	-10.00
58.40	-33.18	-12.00
58.80	-37.06	-14.00
59.20	-29.48	-11.00
59.60	-19.54	-7.00
60.00	10.72	5.00
60.40	33.33	14.00
60.80	47.97	23.00
61.20	51.76	28.00
61.60	58.44	38.00
62.00	57.74	37.00
62.40	58.94	34.00
62.80	48.24	20.00
